Pogram,Program Code,Program Type,Major CIP,CIP Area,Degee,Major,Marjo Code,Students AY 2025,FY 2022 Grads,Wages Found,Median Wages,FY 24 Grads,Transferred in 1 Year,Median Hourly,5 Year Job Change,Articulations,Labor Market Analysis
Video/Radio Production: AAS,VRP-AAS,Workforce,100202,Radio & TV Broadcast/Tech,AAS,Video/Radio Production,VRP,34,2,2,34519.835,5,0,22.18,0.15,0,"Current demand: 2,252 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 2,709 jobs by 2030 (20%), a net change of 457; national-trend adjustment suggests 312. Earnings: average annual pay ranges from $48,353 to $70,815 across mapped roles; top-paying role locally is Film and Video Editors ($70,815). Typical education: Bachelor's degree. Completions: 1,291 regional graduates in 2024 (SLCC: 116), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Film and Video Editors (875 jobs, $70,815); Camera Operators, Television, Video, and Film (839 jobs, $62,505). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Visual Art (Animation): AAS,VAAS-AAS,Workforce,100304,"Animation, Interact Tech/Video",AAS,Visual Arts- Animation,VAAS,57,7,6,18053,5,0,35.94,0.17,0,"Current demand: 945 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 1,050 jobs by 2030 (11%), a net change of 105; national-trend adjustment suggests 28. Earnings: average annual pay ranges from $54,567 to $54,567 across mapped roles; top-paying role locally is Special Effects Artists and Animators ($54,567). Typical education: Bachelor's degree. Completions: 1,075 regional graduates in 2024 (SLCC: 148), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Special Effects Artists and Animators (945 jobs, $54,567). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Visual Art (Animation): AS,VAAS-AS,Transfer,100304,"Animation, Interact Tech/Video",AS,Visual Arts- Animation,VAAS,170,0,0,,22,12,35.94,0.17,0,"Current demand: 945 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 1,050 jobs by 2030 (11%), a net change of 105; national-trend adjustment suggests 28. Earnings: average annual pay ranges from $54,567 to $54,567 across mapped roles; top-paying role locally is Special Effects Artists and Animators ($54,567). Typical education: Bachelor's degree. Completions: 1,075 regional graduates in 2024 (SLCC: 148), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Special Effects Artists and Animators (945 jobs, $54,567). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Visual Art (Fine Arts): AS,VAFA-AS,Transfer,500702,"Fine/Studio Arts, General",AS,Visual Arts Fine Arts,VAFA,31,0,0,,0,0,24.14,0.1,3,"Current demand: 2,991 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 3,297 jobs by 2030 (10%), a net change of 306; national-trend adjustment suggests 209. Earnings: average annual pay ranges from $33,207 to $43,688 across mapped roles; top-paying role locally is Artists and Related Workers, All Other ($43,688). Typical education: Bachelor's degree. Completions: 798 regional graduates in 2024 (SLCC: 35), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Fine Artists, Including Painters, Sculptors, and Illustrators (2,305 jobs, $33,207); Artists and Related Workers, All Other (686 jobs, $43,688). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Visual Art (GraphicDesign):AAS,VADS-AAS,Workforce,500401,"Design & Visual Comm, General",AAS,Visual Arts - Design Spec.,VADS,145,13,9,45672,16,1,26.72,0.13,0,"Current demand: 8,325 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 9,390 jobs by 2030 (13%), a net change of 1,064; national-trend adjustment suggests 758. Earnings: average annual pay ranges from $53,788 to $89,800 across mapped roles; top-paying role locally is Web and Digital Interface Designers ($89,800). Typical education: Bachelor's degree. Completions: 8,378 regional graduates in 2024 (SLCC: 733), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Graphic Designers (4,288 jobs, $60,709); Web and Digital Interface Designers (1,572 jobs, $89,800). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Visual Art (Illustration): AAS,VAIS-AAS,Workforce,500410,Illustration,AAS,Visual Arts Illustration Spec,VAIS,102,9,6,43445.5,7,0,28.28,0.14,0,"Current demand: 2,781 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 3,173 jobs by 2030 (14%), a net change of 392; national-trend adjustment suggests 354. Earnings: average annual pay ranges from $43,688 to $73,593 across mapped roles; top-paying role locally is Designers, All Other ($73,593). Typical education: Bachelor's degree. Completions: 1,676 regional graduates in 2024 (SLCC: 100), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Designers, All Other (1,300 jobs, $73,593); Set and Exhibit Designers (795 jobs, $53,788). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Visual Art (Multimedia): AAS,VAMS-AAS,Workforce,100301,Multimedia Graphics Comm,AAS,Visual Arts - Multimedia Spec,VAMS,42,2,1,46596,1,0,27.13,0.13,0,"Current demand: 262 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 262 jobs by 2030 (0%), a net change of -1; national-trend adjustment suggests -30. Earnings: average annual pay ranges from $38,360 to $38,360 across mapped roles; top-paying role locally is Prepress Technicians and Workers ($38,360). Typical education: Postsecondary nondegree award. Completions: 74 regional graduates in 2024 (SLCC: 74), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Prepress Technicians and Workers (262 jobs, $38,360). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Visual Art (Photography): AAS,VAPS-AAS,Workforce,500406,Commercial Photography,AAS,Visual Arts - Photograph Spec,VAPS,59,3,3,16739,11,1,26.39,0.07,0,"Current demand: 10,679 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 12,044 jobs by 2030 (13%), a net change of 1,365; national-trend adjustment suggests 946. Earnings: average annual pay ranges from $65,974 to $65,974 across mapped roles; top-paying role locally is Photographers ($65,974). Typical education: High school diploma or equivalent. Completions: 746 regional graduates in 2024 (SLCC: 62), indicating a roughly balanced graduate pipeline relative to net growth. Highlighted occupations: Photographers (10,679 jobs, $65,974). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Visual Art/Web Design: AAS,VAWD-AAS,Workforce,500102,Digital Arts,AAS,Visual Arts - Web Design,VAWD,24,2,1,46465,2,0,35.12,0.16,0,"Current demand: 18,464 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 20,960 jobs by 2030 (14%), a net change of 2,496; national-trend adjustment suggests 1,756. Earnings: average annual pay ranges from $43,688 to $67,798 across mapped roles; top-paying role locally is Art Directors ($67,798). Typical education: Bachelor's degree. Completions: 4,481 regional graduates in 2024 (SLCC: 509), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Photographers (10,679 jobs, $65,974); Graphic Designers (4,288 jobs, $60,709). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Web Graphic Design: CP,WGD-CP,Workforce,110801,Graphic Design & Web Progrmrs.,CP,Web Graphic Design,WGD,6,4,3,46465,2,0,38.18,0.16,0,"Current demand: 8,750 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 9,810 jobs by 2030 (12%), a net change of 1,060; national-trend adjustment suggests 651. Earnings: average annual pay ranges from $54,567 to $89,800 across mapped roles; top-paying role locally is Web and Digital Interface Designers ($89,800). Typical education: Bachelor's degree. Completions: 11,340 regional graduates in 2024 (SLCC: 1,199), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Graphic Designers (4,288 jobs, $60,709); Web Developers (1,945 jobs, $85,531). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Welding Fabricate Inspect: AAS,WELD-AAS,Workforce,480508,Welding Technology/Welder,AAS,Welding Fabrication Inspection,WELD,26,0,0,,1,0,25.13,0.14,0,"Current demand: 2,969 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 3,324 jobs by 2030 (12%), a net change of 355; national-trend adjustment suggests 173. Earnings: average annual pay ranges from $48,607 to $58,129 across mapped roles; top-paying role locally is Welders, Cutters, Solderers, and Brazers ($58,129). Typical education: High school diploma or equivalent. Completions: 358 regional graduates in 2024 (SLCC: 38), indicating a roughly balanced graduate pipeline relative to net growth. Highlighted occupations: Welders, Cutters, Solderers, and Brazers (2,810 jobs, $58,129); Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders (159 jobs, $48,607). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Welding Technology: CC,TEWT-CC,Workforce,480508,Welding Technology/Welder,CC,Welding Technology,TEWT,167,0,0,,4,0,25.13,0.14,0,"Current demand: 2,969 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 3,324 jobs by 2030 (12%), a net change of 355; national-trend adjustment suggests 173. Earnings: average annual pay ranges from $48,607 to $58,129 across mapped roles; top-paying role locally is Welders, Cutters, Solderers, and Brazers ($58,129). Typical education: High school diploma or equivalent. Completions: 358 regional graduates in 2024 (SLCC: 38), indicating a roughly balanced graduate pipeline relative to net growth. Highlighted occupations: Welders, Cutters, Solderers, and Brazers (2,810 jobs, $58,129); Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders (159 jobs, $48,607). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Welding: AAS,WLD-AAS,Workforce,480508,Welding Technology/Welder,AAS,Welding Fabrication/Inspection,WLD,6,17,11,63998,9,1,25.13,0.14,0,"Current demand: 2,969 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 3,324 jobs by 2030 (12%), a net change of 355; national-trend adjustment suggests 173. Earnings: average annual pay ranges from $48,607 to $58,129 across mapped roles; top-paying role locally is Welders, Cutters, Solderers, and Brazers ($58,129). Typical education: High school diploma or equivalent. Completions: 358 regional graduates in 2024 (SLCC: 38), indicating a roughly balanced graduate pipeline relative to net growth. Highlighted occupations: Welders, Cutters, Solderers, and Brazers (2,810 jobs, $58,129); Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders (159 jobs, $48,607). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
